#TE	Order	Superfamily	Clade	Complete	Strand	Domains
scaffold_2613_(dbseq-nr_2612)_[571,6247]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_261_(dbseq-nr_260)_[9,7096]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_2631_(dbseq-nr_2630)_[544,6222]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_265_(dbseq-nr_264)_[99091,105948]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_26_(dbseq-nr_25)_[112541,119112]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_2707_(dbseq-nr_2706)_[7673,14417]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|maggy INT|v_clade CHR|retroelement
scaffold_271_(dbseq-nr_270)_[18656,21583]	LTR	Copia	copia	no	+	INT|copia
scaffold_271_(dbseq-nr_270)_[23842,29310]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|copia RT|tork RNaseH|sire
scaffold_271_(dbseq-nr_270)_[37814,43322]	LTR	Copia	mixture	no	+	INT|retrofit RT|tork RNaseH|codi_d
scaffold_271_(dbseq-nr_270)_[9039,16464]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade CHR|all
scaffold_2725_(dbseq-nr_2724)_[7780,15056]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_2727_(dbseq-nr_2726)_[8505,15039]	LTR	Copia	mixture	no	+	AP|ty1/copia RNaseH|codi_d
scaffold_272_(dbseq-nr_271)_[51183,58628]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_272_(dbseq-nr_271)_[61738,68602]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2733_(dbseq-nr_2732)_[4489,11287]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret
scaffold_273_(dbseq-nr_272)_[12569,18537]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|412-mdg1 INT|gmr1
scaffold_273_(dbseq-nr_272)_[24115,30678]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_273_(dbseq-nr_272)_[6989,12350]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2758_(dbseq-nr_2757)_[1162,6433]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pseudovirus RNaseH|copia
scaffold_275_(dbseq-nr_274)_[18231,26955]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_275_(dbseq-nr_274)_[6363,13475]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_275_(dbseq-nr_274)_[66830,74198]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_275_(dbseq-nr_274)_[78613,86649]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_275_(dbseq-nr_274)_[93672,100263]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_276_(dbseq-nr_275)_[297,5192]	mixture	mixture	mixture	unknown	-	GAG|v_clade AP|maggy CHR|all
scaffold_277_(dbseq-nr_276)_[41658,48494]	LTR	Gypsy	gmr1	no	+	RT|reina RNaseH|gmr1 INT|gmr1
scaffold_277_(dbseq-nr_276)_[48612,56095]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_277_(dbseq-nr_276)_[5824,15536]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_277_(dbseq-nr_276)_[58893,66167]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_277_(dbseq-nr_276)_[69403,78528]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|17_6 INT|gmr1
scaffold_277_(dbseq-nr_276)_[83124,90608]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_279_(dbseq-nr_278)_[61447,68673]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_279_(dbseq-nr_278)_[98327,106075]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_2803_(dbseq-nr_2802)_[6575,14291]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_2834_(dbseq-nr_2833)_[781,8116]	LTR	Copia	mixture	no	-	RT|copia RNaseH|sire
scaffold_283_(dbseq-nr_282)_[19806,25562]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_283_(dbseq-nr_282)_[58045,65109]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|tat
scaffold_283_(dbseq-nr_282)_[9526,16991]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_2849_(dbseq-nr_2848)_[801,8116]	LTR	Copia	mixture	no	-	RT|copia RNaseH|sire
scaffold_286_(dbseq-nr_285)_[29916,33273]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_286_(dbseq-nr_285)_[5669,11983]	LTR	Gypsy	v_clade	no	-	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_286_(dbseq-nr_285)_[76239,80276]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|pCretro
scaffold_2872_(dbseq-nr_2871)_[771,8053]	LTR	Copia	mixture	no	-	RT|hydra RNaseH|sire
scaffold_291_(dbseq-nr_290)_[29794,34913]	LTR	Gypsy	v_clade	no	+	AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_293_(dbseq-nr_292)_[95296,103193]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
scaffold_294_(dbseq-nr_293)_[17662,24239]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_295_(dbseq-nr_294)_[10811,19150]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|codi_d
scaffold_295_(dbseq-nr_294)_[21039,27310]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|codi_d
scaffold_295_(dbseq-nr_294)_[4337,9314]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
scaffold_295_(dbseq-nr_294)_[59883,66409]	LTR	Copia	sire	no	+	AP|ty1/copia INT|sire RT|tork RNaseH|sire
scaffold_295_(dbseq-nr_294)_[66510,73114]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_295_(dbseq-nr_294)_[73774,81052]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_2981_(dbseq-nr_2980)_[1806,12451]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_2992_(dbseq-nr_2991)_[7873,13828]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_299_(dbseq-nr_298)_[56184,62721]	LTR	Copia	mixture	no	-	AP|ty1/copia RNaseH|codi_d
scaffold_299_(dbseq-nr_298)_[93861,100471]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_3028_(dbseq-nr_3027)_[1625,6944]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_3048_(dbseq-nr_3047)_[1682,6946]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_304_(dbseq-nr_303)_[13200,20488]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_304_(dbseq-nr_303)_[24857,31728]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_310_(dbseq-nr_309)_[19657,27266]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_310_(dbseq-nr_309)_[87379,94683]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_315_(dbseq-nr_314)_[72484,87178]	LTR	Gypsy	v_clade	no	-	RNaseH|v_clade INT|v_clade CHR|all RT|v_clade
scaffold_31_(dbseq-nr_30)_[132237,138255]	LTR	Copia	mixture	no	+	INT|tork RT|1731 RNaseH|sire
scaffold_31_(dbseq-nr_30)_[173841,187364]	LTR	Copia	mixture	no	+	RT|tork RNaseH|sire
scaffold_31_(dbseq-nr_30)_[191511,195050]	LTR	Gypsy	pyret	no	+	RNaseH|pyret
scaffold_31_(dbseq-nr_30)_[212379,218962]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_31_(dbseq-nr_30)_[232168,239320]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_31_(dbseq-nr_30)_[262555,270416]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_31_(dbseq-nr_30)_[281018,287738]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_31_(dbseq-nr_30)_[9133,15494]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
scaffold_320_(dbseq-nr_319)_[1845,11066]	LTR	Gypsy	pyret	no	-	AP|pyret
scaffold_320_(dbseq-nr_319)_[37284,43111]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_320_(dbseq-nr_319)_[43525,51148]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_320_(dbseq-nr_319)_[59435,66140]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_325_(dbseq-nr_324)_[84625,91885]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_326_(dbseq-nr_325)_[1062,7511]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_326_(dbseq-nr_325)_[10684,18761]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_326_(dbseq-nr_325)_[20532,28041]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_326_(dbseq-nr_325)_[36825,44015]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_327_(dbseq-nr_326)_[13271,20674]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
scaffold_327_(dbseq-nr_326)_[31069,39078]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_327_(dbseq-nr_326)_[4356,11241]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_327_(dbseq-nr_326)_[50374,53677]	LTR	Copia	mixture	no	-	RT|tork RNaseH|sire
scaffold_327_(dbseq-nr_326)_[66656,74986]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|copia
scaffold_327_(dbseq-nr_326)_[83375,90556]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_3297_(dbseq-nr_3296)_[1098,6345]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|copia
scaffold_332_(dbseq-nr_331)_[17574,23886]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|tat
scaffold_332_(dbseq-nr_331)_[23892,30379]	LTR	Gypsy	pyret	no	-	AP|pyret RT|v_clade RNaseH|pyret INT|v_clade
scaffold_332_(dbseq-nr_331)_[31853,40188]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_332_(dbseq-nr_331)_[51188,65542]	LTR	Gypsy	v_clade	no	?	INT|v_clade RT|v_clade RNaseH|pyret
scaffold_332_(dbseq-nr_331)_[6328,13263]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|codi_d
scaffold_3361_(dbseq-nr_3360)_[5753,12324]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_338_(dbseq-nr_337)_[33375,40639]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_338_(dbseq-nr_337)_[65409,72120]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_338_(dbseq-nr_337)_[77353,84791]	LTR	Gypsy	v_clade	no	-	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_3398_(dbseq-nr_3397)_[767,5105]	Unknown	unknown	cog5550	unknown	-	AP|cog5550
scaffold_3402_(dbseq-nr_3401)_[1624,13586]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_346_(dbseq-nr_345)_[28565,35577]	LTR	Gypsy	mixture	no	-	RT|v_clade RNaseH|pyret INT|maggy
scaffold_350_(dbseq-nr_349)_[10595,18150]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_3540_(dbseq-nr_3539)_[5497,12340]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|retroelement
scaffold_3596_(dbseq-nr_3595)_[5162,11735]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_35_(dbseq-nr_34)_[125199,131495]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_35_(dbseq-nr_34)_[140194,147181]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|codi_d
scaffold_3605_(dbseq-nr_3604)_[238,5529]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
scaffold_3613_(dbseq-nr_3612)_[3023,10351]	LTR	Copia	mixture	no	+	RT|copia RNaseH|sire
scaffold_3633_(dbseq-nr_3632)_[4499,11376]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyret INT|maggy
scaffold_3635_(dbseq-nr_3634)_[6281,12230]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_363_(dbseq-nr_362)_[72779,77450]	LTR	Copia	mixture	no	+	INT|retrofit RT|sire
scaffold_364_(dbseq-nr_363)_[22518,28208]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_364_(dbseq-nr_363)_[67447,73124]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_366_(dbseq-nr_365)_[27899,33486]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
scaffold_368_(dbseq-nr_367)_[22460,29730]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_368_(dbseq-nr_367)_[31251,38878]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_36_(dbseq-nr_35)_[196222,202293]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_3773_(dbseq-nr_3772)_[4751,11313]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_382_(dbseq-nr_381)_[68264,74825]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
scaffold_383_(dbseq-nr_382)_[58792,66734]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_385_(dbseq-nr_384)_[4692,12173]	LTR	Copia	mixture	no	-	INT|retrofit RT|tork RNaseH|copia
scaffold_3874_(dbseq-nr_3873)_[55,7029]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_39_(dbseq-nr_38)_[21360,28542]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_39_(dbseq-nr_38)_[65757,72511]	mixture	mixture	mixture	unknown	-	AP|dtg_ilg_template RT|reina RNaseH|osvaldo INT|tat
scaffold_3_(dbseq-nr_2)_[101537,107170]	LTR	Copia	mixture	no	+	INT|retrofit RT|sire RNaseH|copia
scaffold_404_(dbseq-nr_403)_[5251,11709]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
scaffold_4051_(dbseq-nr_4050)_[3396,7885]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_409_(dbseq-nr_408)_[27954,41801]	LTR	Gypsy	v_clade	no	?	RT|v_clade INT|v_clade RNaseH|v_clade AP|v_clade GAG|v_clade
scaffold_409_(dbseq-nr_408)_[42765,50241]	LTR	Gypsy	v_clade	no	+	AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_413_(dbseq-nr_412)_[2379,8250]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_4160_(dbseq-nr_4159)_[6,6561]	LTR	Gypsy	mixture	no	+	RT|v_clade RNaseH|pyggy
scaffold_417_(dbseq-nr_416)_[47774,54816]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_418_(dbseq-nr_417)_[9824,15504]	LTR	Copia	mixture	no	+	AP|pseudovirus INT|tork RT|sire RNaseH|copia
scaffold_41_(dbseq-nr_40)_[131207,137716]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_420_(dbseq-nr_419)_[34809,40588]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|codi_d
scaffold_420_(dbseq-nr_419)_[42849,52268]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_420_(dbseq-nr_419)_[59,11847]	LTR	Gypsy	reina	no	-	RT|reina
scaffold_422_(dbseq-nr_421)_[10009,16889]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_422_(dbseq-nr_421)_[36625,46340]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_422_(dbseq-nr_421)_[5,2710]	LTR	mixture	mixture	unknown	+	INT|v_clade CHR|retroelement
scaffold_422_(dbseq-nr_421)_[56996,64541]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4237_(dbseq-nr_4236)_[578,6621]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_424_(dbseq-nr_423)_[11400,18633]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_427_(dbseq-nr_426)_[27451,33497]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_427_(dbseq-nr_426)_[7628,18704]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|pyret INT|v_clade
scaffold_42_(dbseq-nr_41)_[224530,233048]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
scaffold_42_(dbseq-nr_41)_[233686,241608]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_431_(dbseq-nr_430)_[14073,21122]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|del RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_431_(dbseq-nr_430)_[5859,12286]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_432_(dbseq-nr_431)_[41515,47343]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|sire RNaseH|copia
scaffold_442_(dbseq-nr_441)_[24347,31677]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_442_(dbseq-nr_441)_[36885,41250]	LTR	Gypsy	mixture	no	+	AP|pyret RT|v_clade
scaffold_442_(dbseq-nr_441)_[46625,53223]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_443_(dbseq-nr_442)_[22887,28912]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_445_(dbseq-nr_444)_[25805,33394]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_445_(dbseq-nr_444)_[46390,53249]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|gmr1
scaffold_445_(dbseq-nr_444)_[53497,60360]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
scaffold_449_(dbseq-nr_448)_[56903,62767]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|tork
scaffold_451_(dbseq-nr_450)_[33038,39124]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
scaffold_451_(dbseq-nr_450)_[55512,62546]	LTR	Gypsy	mixture	no	-	RT|v_clade RNaseH|pyret INT|maggy
scaffold_457_(dbseq-nr_456)_[53006,60547]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_458_(dbseq-nr_457)_[13430,24733]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_458_(dbseq-nr_457)_[25930,32465]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_458_(dbseq-nr_457)_[37553,44035]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_45_(dbseq-nr_44)_[193327,200506]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_463_(dbseq-nr_462)_[44172,51417]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|maggy RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
scaffold_470_(dbseq-nr_469)_[16636,23660]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_470_(dbseq-nr_469)_[32104,37741]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|tork RNaseH|codi_d
scaffold_4753_(dbseq-nr_4752)_[2120,10427]	LTR	Gypsy	v_clade	no	+	GAG|v_clade
scaffold_475_(dbseq-nr_474)_[24135,30286]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|maggy RT|v_clade INT|v_clade CHR|retroelement
scaffold_477_(dbseq-nr_476)_[52674,58324]	LTR	Copia	mixture	no	+	INT|retrofit RT|sire RNaseH|copia
scaffold_485_(dbseq-nr_484)_[20877,29910]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_485_(dbseq-nr_484)_[6,4449]	LTR	Gypsy	v_clade	no	-	GAG|v_clade
scaffold_485_(dbseq-nr_484)_[9048,19273]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_488_(dbseq-nr_487)_[28171,35716]	LTR	Gypsy	v_clade	no	-	GAG|TF RT|v_clade RNaseH|pyret INT|v_clade
scaffold_489_(dbseq-nr_488)_[254,8132]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|1731 RNaseH|sire
scaffold_489_(dbseq-nr_488)_[8781,13890]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_48_(dbseq-nr_47)_[227759,234340]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|copia
scaffold_490_(dbseq-nr_489)_[20150,24232]	LTR	Gypsy	v_clade	no	-	AP|v_clade
scaffold_490_(dbseq-nr_489)_[25360,32802]	LTR	Gypsy	v_clade	yes	-	GAG|TF AP|17_6 RT|v_clade RNaseH|pyret INT|v_clade
scaffold_490_(dbseq-nr_489)_[40999,51603]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade
scaffold_490_(dbseq-nr_489)_[7204,13909]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_4927_(dbseq-nr_4926)_[2415,8126]	LTR	Copia	mixture	no	-	INT|pseudovirus RT|sire RNaseH|copia
scaffold_496_(dbseq-nr_495)_[7084,12058]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
scaffold_4_(dbseq-nr_3)_[21107,26807]	LTR	Copia	mixture	no	+	INT|retrofit RT|sire RNaseH|copia
scaffold_4_(dbseq-nr_3)_[71,7004]	LTR	Gypsy	v_clade	no	?	INT|v_clade RNaseH|pyret RT|v_clade CHR|all
scaffold_500_(dbseq-nr_499)_[30965,45238]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_5035_(dbseq-nr_5034)_[430,5739]	LTR	Copia	copia	no	+	AP|ty1/copia INT|copia RT|hydra RNaseH|copia
scaffold_504_(dbseq-nr_503)_[1164,8124]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_504_(dbseq-nr_503)_[22669,28991]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|sire
