#TE	Order	Superfamily	Clade	Complete	Strand	Domains
chromosome_6_(dbseq-nr_5)_[3867950,3874713]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_6_(dbseq-nr_5)_[3877578,3882021]	LTR	Copia	tork	no	-	RT|tork
chromosome_6_(dbseq-nr_5)_[3883419,3893256]	LTR	Gypsy	mixture	no	+	RNaseH|pyret RT|reina INT|v_clade
chromosome_6_(dbseq-nr_5)_[4057378,4063674]	LTR	Copia	copia	no	-	INT|copia RT|copia RNaseH|copia
chromosome_6_(dbseq-nr_5)_[4313695,4318593]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RNaseH|sire
chromosome_6_(dbseq-nr_5)_[4720392,4729050]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_6_(dbseq-nr_5)_[4729820,4736036]	mixture	mixture	mixture	unknown	-	AP|cog5550 RT|reina RNaseH|del INT|gmr1
chromosome_6_(dbseq-nr_5)_[5595574,5602709]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|1731 RNaseH|sire
chromosome_6_(dbseq-nr_5)_[573870,580131]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_6_(dbseq-nr_5)_[5983874,5989585]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_6_(dbseq-nr_5)_[6063218,6068806]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
chromosome_6_(dbseq-nr_5)_[6491466,6505185]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_6_(dbseq-nr_5)_[65505,70751]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
chromosome_6_(dbseq-nr_5)_[6598793,6605093]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|pyret INT|v_clade
chromosome_6_(dbseq-nr_5)_[7034295,7041128]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_6_(dbseq-nr_5)_[769908,777094]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_6_(dbseq-nr_5)_[851603,858228]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
chromosome_6_(dbseq-nr_5)_[998112,1011793]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|crm GAG|v_clade
chromosome_7_(dbseq-nr_6)_[115139,121872]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_7_(dbseq-nr_6)_[1771694,1781151]	LTR	Copia	tork	no	+	INT|tork RT|tork
chromosome_7_(dbseq-nr_6)_[1812924,1819598]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_7_(dbseq-nr_6)_[1829082,1830768]	LTR	Gypsy	17_6	no	-	RNaseH|17_6
chromosome_7_(dbseq-nr_6)_[2569123,2573465]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|17_6 INT|gmr1
chromosome_7_(dbseq-nr_6)_[2641630,2649592]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
chromosome_7_(dbseq-nr_6)_[2922296,2927415]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_7_(dbseq-nr_6)_[295101,298792]	LTR	Copia	mixture	no	-	RT|copia RNaseH|codi_d
chromosome_7_(dbseq-nr_6)_[3032595,3037462]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RNaseH|tork
chromosome_7_(dbseq-nr_6)_[3080319,3086939]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_7_(dbseq-nr_6)_[3103261,3110366]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_7_(dbseq-nr_6)_[3245308,3251393]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|oryco RT|tork RNaseH|codi_d
chromosome_7_(dbseq-nr_6)_[3338003,3346446]	LTR	Copia	pseudovirus	no	-	RT|pseudovirus
chromosome_7_(dbseq-nr_6)_[3378357,3384807]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|pCretro RNaseH|sire
chromosome_7_(dbseq-nr_6)_[3401720,3409311]	LTR	Gypsy	mixture	no	+	AP|17_6 RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_7_(dbseq-nr_6)_[3452035,3464054]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|gmr1
chromosome_7_(dbseq-nr_6)_[3478485,3484822]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_7_(dbseq-nr_6)_[3725725,3730654]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_7_(dbseq-nr_6)_[3767419,3773929]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
chromosome_7_(dbseq-nr_6)_[3781827,3785484]	LTR	Copia	mixture	no	-	RT|1731 RNaseH|copia
chromosome_7_(dbseq-nr_6)_[3843265,3849079]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|pyret INT|v_clade
chromosome_7_(dbseq-nr_6)_[3851757,3862983]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_7_(dbseq-nr_6)_[4367024,4372174]	LTR	Copia	sire	no	+	RT|sire RNaseH|sire
chromosome_7_(dbseq-nr_6)_[4396726,4403460]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|sire RNaseH|tork
chromosome_7_(dbseq-nr_6)_[4660101,4671251]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
chromosome_7_(dbseq-nr_6)_[4705780,4713112]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
chromosome_7_(dbseq-nr_6)_[4732853,4744389]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
chromosome_7_(dbseq-nr_6)_[4808706,4814196]	LTR	Copia	oryco	no	+	AP|ty1/copia INT|oryco RNaseH|oryco
chromosome_7_(dbseq-nr_6)_[4985607,4991958]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_7_(dbseq-nr_6)_[4997405,5002315]	LTR	Copia	mixture	no	+	INT|tork RT|hydra RNaseH|sire
chromosome_7_(dbseq-nr_6)_[5592179,5598732]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_7_(dbseq-nr_6)_[5745612,5752166]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
chromosome_7_(dbseq-nr_6)_[5818383,5824207]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
chromosome_7_(dbseq-nr_6)_[6110198,6124910]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade
chromosome_7_(dbseq-nr_6)_[6128471,6135607]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_7_(dbseq-nr_6)_[6183498,6196629]	LTR	Copia	tork	no	-	INT|tork
chromosome_7_(dbseq-nr_6)_[6200439,6208911]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_7_(dbseq-nr_6)_[6219448,6227907]	LTR	Gypsy	mixture	no	+	AP|tat RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_7_(dbseq-nr_6)_[6234999,6240223]	LTR	Copia	copia	no	-	AP|ty1/copia INT|copia RT|tork RNaseH|copia
chromosome_8_(dbseq-nr_7)_[1011553,1018972]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_8_(dbseq-nr_7)_[1257860,1264320]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_8_(dbseq-nr_7)_[1584719,1591878]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
chromosome_8_(dbseq-nr_7)_[1892304,1906777]	LTR	Gypsy	v_clade	no	-	RT|reina RNaseH|v_clade INT|v_clade
chromosome_8_(dbseq-nr_7)_[1935360,1943708]	LTR	Gypsy	mixture	no	-	INT|a_clade RT|pyret
chromosome_8_(dbseq-nr_7)_[1959702,1964717]	LTR	Copia	mixture	no	-	INT|retrofit RT|sire RNaseH|copia
chromosome_8_(dbseq-nr_7)_[1988872,1995303]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|1731 RNaseH|copia
chromosome_8_(dbseq-nr_7)_[2006730,2011865]	LTR	Copia	retrofit	no	-	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_8_(dbseq-nr_7)_[2126527,2131544]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|sire
chromosome_8_(dbseq-nr_7)_[2132558,2135241]	LTR	Gypsy	v_clade	no	-	INT|v_clade
chromosome_8_(dbseq-nr_7)_[2396133,2402772]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
chromosome_8_(dbseq-nr_7)_[2440299,2446937]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|tork RNaseH|codi_d
chromosome_8_(dbseq-nr_7)_[2702073,2705234]	LTR	Copia	copia	no	+	RNaseH|copia
chromosome_8_(dbseq-nr_7)_[2955445,2962012]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_8_(dbseq-nr_7)_[3031493,3038923]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
chromosome_8_(dbseq-nr_7)_[3061242,3067580]	LTR	Copia	copia	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
chromosome_8_(dbseq-nr_7)_[307033,312156]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_8_(dbseq-nr_7)_[3079034,3085381]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_8_(dbseq-nr_7)_[3152763,3158953]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|sire
chromosome_8_(dbseq-nr_7)_[3162014,3173983]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|tat
chromosome_8_(dbseq-nr_7)_[3199326,3200983]	LTR	Copia	ty1/copia	no	-	AP|ty1/copia
chromosome_8_(dbseq-nr_7)_[3632380,3639521]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_8_(dbseq-nr_7)_[3656645,3664135]	LTR	Gypsy	mixture	no	+	AP|micropia_mdg3 RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_8_(dbseq-nr_7)_[3786676,3793133]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_8_(dbseq-nr_7)_[401287,407045]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|tork RT|pseudovirus RNaseH|copia
chromosome_8_(dbseq-nr_7)_[433005,439400]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|1731 RNaseH|sire
chromosome_8_(dbseq-nr_7)_[639088,644361]	LTR	Copia	mixture	no	+	AP|pseudovirus INT|tork RT|sire RNaseH|copia
chromosome_8_(dbseq-nr_7)_[716440,721568]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_8_(dbseq-nr_7)_[881943,888591]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
chromosome_8_(dbseq-nr_7)_[934995,949405]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[10087,17154]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[10264408,10276355]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|osvaldo INT|tat
chromosome_9_(dbseq-nr_8)_[10388650,10395220]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_9_(dbseq-nr_8)_[10435929,10442331]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_9_(dbseq-nr_8)_[10642440,10645108]	LTR	Copia	retrofit	no	-	INT|retrofit
chromosome_9_(dbseq-nr_8)_[10724299,10731426]	LTR	Gypsy	v_clade	no	-	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[10744009,10751692]	mixture	mixture	mixture	unknown	-	INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[10756660,10762464]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[10793741,10800889]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|gypsy INT|tat
chromosome_9_(dbseq-nr_8)_[10830291,10836526]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|osvaldo INT|tat
chromosome_9_(dbseq-nr_8)_[1126390,1131396]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[1461039,1466878]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[1483046,1488854]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|412-mdg1 INT|tat
chromosome_9_(dbseq-nr_8)_[17333,24526]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_9_(dbseq-nr_8)_[1806402,1811326]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|tat
chromosome_9_(dbseq-nr_8)_[182573,188982]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[1885899,1892148]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|gmr1
chromosome_9_(dbseq-nr_8)_[2020242,2031301]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_9_(dbseq-nr_8)_[2226087,2231313]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|tork RT|sire RNaseH|copia
chromosome_9_(dbseq-nr_8)_[2844672,2856569]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|crm
chromosome_9_(dbseq-nr_8)_[2886654,2893766]	LTR	Gypsy	reina	no	+	RT|reina
chromosome_9_(dbseq-nr_8)_[2907326,2913597]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[2943162,2954111]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[3051448,3057320]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[3063165,3071994]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
chromosome_9_(dbseq-nr_8)_[3136413,3141673]	LTR	Copia	sire	no	+	AP|ty1/copia INT|copia RT|sire RNaseH|sire
chromosome_9_(dbseq-nr_8)_[3176876,3182720]	Unknown	unknown	cog5550	unknown	+	AP|cog5550
chromosome_9_(dbseq-nr_8)_[3197679,3205146]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[3215467,3222143]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[3228042,3230933]	LTR	Gypsy	v_clade	no	-	RT|v_clade
chromosome_9_(dbseq-nr_8)_[3243655,3249456]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[3460161,3465658]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|tat
chromosome_9_(dbseq-nr_8)_[3475801,3483343]	LTR	Gypsy	v_clade	no	+	RT|v_clade RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[3484526,3491296]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|del INT|gmr1
chromosome_9_(dbseq-nr_8)_[3493759,3499624]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[3553424,3560273]	LTR	Gypsy	mixture	no	+	AP|athila RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_9_(dbseq-nr_8)_[3562425,3566883]	LTR	Gypsy	cer2-3	no	+	RNaseH|cer2-3
chromosome_9_(dbseq-nr_8)_[3665237,3670946]	LTR	Copia	tork	no	-	INT|tork RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[3742836,3748633]	LTR	Copia	tork	no	+	AP|ty1/copia INT|tork RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[3832033,3837157]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[4051036,4057664]	LTR	Gypsy	v_clade	no	+	RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[4075332,4081199]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|v_clade
chromosome_9_(dbseq-nr_8)_[4088166,4101411]	LTR	Gypsy	v_clade	no	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade
chromosome_9_(dbseq-nr_8)_[4697043,4703595]	LTR	Copia	tork	no	+	AP|ty1/copia INT|retrofit RT|tork RNaseH|tork
chromosome_9_(dbseq-nr_8)_[4726995,4741068]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[4752045,4759111]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|17_6 INT|gmr1
chromosome_9_(dbseq-nr_8)_[4823689,4830359]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_9_(dbseq-nr_8)_[4832226,4839414]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_9_(dbseq-nr_8)_[4856623,4862841]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|sire RT|1731 RNaseH|codi_d
chromosome_9_(dbseq-nr_8)_[4944119,4949902]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|sire
chromosome_9_(dbseq-nr_8)_[4959103,4972455]	LTR	mixture	mixture	unknown	-	RT|reina RNaseH|tork
chromosome_9_(dbseq-nr_8)_[4984783,4996864]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|del INT|tat
chromosome_9_(dbseq-nr_8)_[5006074,5012605]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[5029344,5035007]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[5050057,5057682]	LTR	Gypsy	v_clade	no	+	GAG|v_clade RT|v_clade RNaseH|v_clade INT|v_clade
chromosome_9_(dbseq-nr_8)_[5465824,5472879]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[5530702,5536716]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|gypsy INT|tat
chromosome_9_(dbseq-nr_8)_[5637974,5643694]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|412-mdg1 INT|tat
chromosome_9_(dbseq-nr_8)_[5644772,5651542]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[5657259,5663037]	LTR	Copia	tork	no	-	AP|ty1/copia INT|tork RT|tork RNaseH|copia
chromosome_9_(dbseq-nr_8)_[5897813,5904874]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[6796883,6803953]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[6898665,6905803]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_9_(dbseq-nr_8)_[7323095,7328890]	LTR	Gypsy	v_clade	yes	+	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[8574704,8579743]	LTR	Copia	retrofit	no	+	AP|retrofit INT|retrofit
chromosome_9_(dbseq-nr_8)_[8587722,8593276]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[8853148,8860208]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|v_clade INT|v_clade CHR|retroelement
chromosome_9_(dbseq-nr_8)_[8899222,8905326]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|codi_d
chromosome_9_(dbseq-nr_8)_[8911816,8917130]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|pCretro RNaseH|codi_d
chromosome_9_(dbseq-nr_8)_[8941044,8946631]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
chromosome_9_(dbseq-nr_8)_[9353933,9359757]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|v_clade RT|v_clade RNaseH|pyret INT|v_clade CHR|all
chromosome_9_(dbseq-nr_8)_[9360952,9371298]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_9_(dbseq-nr_8)_[9426428,9431068]	LTR	Copia	mixture	no	+	AP|ty1/copia INT|sire RT|1731 RNaseH|tork
chromosome_9_(dbseq-nr_8)_[9522348,9528723]	LTR	Copia	copia	no	+	AP|ty1/copia INT|tork RT|copia RNaseH|copia
chromosome_9_(dbseq-nr_8)_[9611482,9617844]	LTR	Copia	mixture	no	-	AP|ty1/copia INT|oryco RT|copia RNaseH|sire
chromosome_9_(dbseq-nr_8)_[9908025,9918805]	LTR	Copia	copia	no	+	AP|ty1/copia INT|retrofit RT|copia RNaseH|copia
scaffold_27_(dbseq-nr_26)_[12314,20152]	Unknown	unknown	cog5550	unknown	-	AP|cog5550
scaffold_35_(dbseq-nr_34)_[8899,23265]	LTR	Gypsy	v_clade	yes	-	GAG|v_clade AP|pyret RT|v_clade RNaseH|v_clade INT|v_clade CHR|all
scaffold_38_(dbseq-nr_37)_[16670,25597]	mixture	mixture	mixture	unknown	+	AP|cog5550 RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_38_(dbseq-nr_37)_[826,8025]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_38_(dbseq-nr_37)_[9350,16659]	LTR	Gypsy	mixture	no	-	RT|v_clade RNaseH|pyret INT|crm
scaffold_41_(dbseq-nr_40)_[11939,19467]	LTR	Gypsy	v_clade	no	-	AP|bel RT|v_clade RNaseH|v_clade INT|v_clade
scaffold_42_(dbseq-nr_41)_[5464,12933]	LTR	Gypsy	v_clade	no	-	RT|v_clade RNaseH|pyret INT|v_clade
scaffold_57_(dbseq-nr_56)_[3170,11124]	LTR	Gypsy	mixture	no	-	RT|reina RNaseH|cer2-3 INT|gmr1
scaffold_80_(dbseq-nr_79)_[1372,9841]	LTR	Gypsy	mixture	no	+	RT|reina RNaseH|cer2-3 INT|gmr1
chromosome_1_(dbseq-nr_0)_[3276929,3278415]	LTR	Gypsy	unknown	none	?	none
chromosome_2_(dbseq-nr_1)_[3411762,3416010]	LTR	Gypsy	unknown	none	?	none
chromosome_2_(dbseq-nr_1)_[6471017,6472966]	Unknown	unknown	unknown	none	?	none
chromosome_2_(dbseq-nr_1)_[7265008,7266491]	LTR	Gypsy	unknown	none	?	none
chromosome_3_(dbseq-nr_2)_[1731885,1736115]	LTR	Gypsy	unknown	none	?	none
chromosome_3_(dbseq-nr_2)_[3008609,3014972]	LTR	Gypsy	unknown	none	?	none
chromosome_4_(dbseq-nr_3)_[1487268,1490996]	LTR	Gypsy	unknown	none	?	none
chromosome_4_(dbseq-nr_3)_[10906541,10910647]	LTR	Gypsy	unknown	none	?	none
chromosome_7_(dbseq-nr_6)_[1806054,1811464]	LTR	Gypsy	unknown	none	?	none
chromosome_7_(dbseq-nr_6)_[2544899,2550268]	LTR	Gypsy	unknown	none	?	none
chromosome_7_(dbseq-nr_6)_[3941065,3943464]	LTR	Gypsy	unknown	none	?	none
chromosome_8_(dbseq-nr_7)_[949463,951428]	LTR	Gypsy	unknown	none	?	none
chromosome_8_(dbseq-nr_7)_[2026597,2032062]	LTR	Gypsy	unknown	none	?	none
chromosome_9_(dbseq-nr_8)_[2954599,2956659]	LTR	Gypsy	unknown	none	?	none
chromosome_9_(dbseq-nr_8)_[3125620,3129769]	LTR	Gypsy	unknown	none	?	none
chromosome_9_(dbseq-nr_8)_[3407374,3412635]	LTR	Gypsy	unknown	none	?	none
chromosome_9_(dbseq-nr_8)_[5114986,5116782]	Unknown	unknown	unknown	none	?	none
chromosome_9_(dbseq-nr_8)_[10782857,10791012]	LTR	Gypsy	unknown	none	?	none
chromosome_10_(dbseq-nr_9)_[3374583,3380147]	LTR	Gypsy	unknown	none	?	none
chromosome_12_(dbseq-nr_11)_[4884434,4889161]	LTR	Gypsy	unknown	none	?	none
scaffold_76_(dbseq-nr_75)_[1308,4945]	LTR	Gypsy	unknown	none	?	none
